Full Stack Developer - Nest + Node(Backend) & Next + React(Frontend),"Job Details


About the job
Job description -
Full stackDeveloper:
Nest + Node is needed (that is the backend). experience with the front end (ie Next + React) can be lower or not there. Some other front end experience is also fine.

3-5 years of experience in ReactJS
Around 2 years of experience in NextJs
Should have strong knowledge of NextJs and ReactJs
Deep understanding of JavaScript and Typescript
Should have hands-on experience in Server-side rendering with NextJs.
3-5 years of experience in NodeJs
At least 1-year experience in working with PostgreSQL
Should have sound knowledge of docker
Should have experience working with microservices.
Should have experience with NestJs
Nice to have experience with NATS and Kubernetes.



Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Full stack Developer-(React js/Node js/Angular ),"Job DetailsDesignation : Full stack Developer-(React js/Node js/Angular )
Experience: 2 to 7 Years
Education: B.E/B.Tech/MSc/MCA (Preferred). Other qualifications can be considered provided the candidate is highly potential.
Location: Trichy
Vacancy: 2
 
Job Description :
* To work with a cross-functional software development team on highly visible strategic projects as an expert-level individual contributor to the coding tasks assigned.* Responsible for development of highly responsive, web based UI in a flexible and well-structured frontend architecture.* Experience working with remote data via REST and JSON* Experience with third party libraries and APIs (Google APIs etc. )* Produce well designed efficient code in a timely manner to meet delivery timescales/milestones.* Mentor other developers on software best practices technical guidance and help grow their software development skill sets.* To proactively stay plugged into emerging technologies/industry trends and apply them into operations and activities.* Should demonstrate the ability to handle multiple projects simultaneously, manage priorities and communicate progress effectively.
 
Desired Candidate profile
* PRIMARY SKILLS NEEDED: NodeJS, AngularJS, React JS* PHP Laravel and CodeIgniter Frameworks experience.* MySQL and NoSQL DB (like MongoDB/Cassandra) - MUST HAVE.* jQuery, JSON, AJAX, web services/REST, SQL.* JavaScript frameworks like NodeJS, AngularJS, ReactJS, Jasmine or Ember etc., or JS-based build tools like Grunt, Gulp, and Bower.* Working knowledge of Apollo, GraphQL, Moment.js is an advantage.* UX or UI designing experience is an advantage.* Strong Knowledge in Core java
 Other Details DepartmentGeneral / Other SoftwareIndustry IT Recruitment Services",
Node JS Developer,"Job DetailsWe are Working with top Companies in the world currently we are Looking for below profile. 
Post: Node JS Developer 
Experience: 2 Years +
Location : Ahmedabad (Work From Home)
 
Required Qualifications:At least 2 Years of Information Technology experience.At least 2 year of experience in Web application using Backend TechnologiesMinimum 2 year using Node.js, Javascript, Rest API, MySQL or PostgreSqlHands on experience in development using NodeJs, ExpressPreferred Qualification :Good understanding of Integration with REST services, Microservices, JSON structuresGood experience in Unit Testing principles and toolsCompetent in Agile execution ProcessShould have good Analytical and communication skillsEnsure compliance to processes set by clientsAbility to work in a collaborative multi-application team environment.Experience and desire to work in a Global delivery environment
 
Intrasted candidates send me resume on hidden_email or call me on 88-66-8000-40.Other Details DepartmentERP / CRMApplication Programming / MaintenanceIndustry IT IT - Software EducationGraduation",
Node Developer,"Job Details





About the job
 
We are looking for a Node JS developer responsible for managing the interchange of data between the server and the users. Candidates' primary focus will be the development of all server-side logic, definition, and maintenance of the central database and ensuring high performance and responsiveness to requests from the front end. They will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
Location: Bangalore
Reporting Manager: VP, Engineering
 
Job Description:
Integration of user-facing elements developed by front-end developers with server-side logic.
Writing reusable, testable, and efficient code.
Design and implementation of low-latency, high-availability, and performant applications.
Implementation of security and data protection.
Integration of data storage solution (may include database, key-value stores, blob stores, etc).
Architect technical solutions and write high-quality JavaScript to create an exceptional user experience.
Troubleshoot and fix front-end issues, find and address performance issues.
 
Key Skills:
Strong proficiency with JavaScript (ES6/ECMAScript 2015) and modern JavaScript libraries like jQuery, Lodash, etc.
Knowledge of Node.js and frameworks available for it (such as express, nest).
Familiarity with Progressive Web Applications and Single Page Applications and frameworks (Vue, React, Angular with Typescript, etc).
Hand on and implements complex Angular applications, directives, pipes, interceptor, services, etc.
Experience with reactive programming and composing Observables using RxJS or other Reactive programming techniques/libraries.
Node-based module loaders and task runners (Webpack, Gulp, or Grunt), creating npm modules.
Understanding the nature of asynchronous programming and its quirks and workarounds.
Good understanding of server-side templating languages (such as jade, EJS, and pug).
Creating database schemas that represent and support business processes.
Implementing automated testing platforms and unit tests.
Proficient understating of code versioning tools, such as GIT.
Basic understanding of front-end technologies, such as HTML5, SCSS, and CSS3.
Ability to make recommendations on UI design and UX best practices.
 

Desired Skills and Experience
Node.js,ES6,JavaScript Libraries,JavaScript Frameworks
 




Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Node js Developer,"Job DetailsDear Candidates,
 
Job description
We are urgently looking for a Node.js Developer having more than 3 years of experience. Thedesired candidate must have 2 to 3 years of total experience with good expertise in MEANStack (MongoDB, ExpressJS, AngularJS and Node.js) and JavaScript. The candidate musthave strong development and coding skills, good analytical and problem solving skills.Roles/ responsibilities:1) Coding and Development. The desired candidate will be responsible for developing nextgeneration gaming application/software.2) Analyzing requirements, problems and solving them with the best solution.3) Producing high quality code without much supervision and on-time delivery.4) Working in cross-functional team, collaborating with peers during entire SDLC.5) Defining code architecture decisions to support a high-performance and scalableproduct.Mandatory skills:1) Knowledge and Experience with NodeJS, AngularJS/React JS/React Native/Express JSand Mongo DB.2) Working Experience on Socket.io library.3) Good understanding and experience on popular relational and non-relational databaseslike MySQL, MongoDB.4) Experience with Git.5) Good knowledge of Data Structures and algorithms.Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
"urgent hiring Business analyst.bidding react js,node js ,react native,php 0 to 5","Job DetailsDear Candidates,
Greeting of the day!
We are  hiring  candidate:-
Freshers /Exp BOTH candidates can apply for this
SOFTWARE DEVELOPERS / WEB DEVELOPERS / WEB designing / SEO digital marketing 
java developer  1 to 6  year experience  salary   5 to 10.5 lpa  5 opening 
{hibernate ,spring ,boots, java scripts  interface desi, to create engaging user exp 
 
React native developer  3 to 5 exp  -4 opening               [   experience salary - 5 to 10 .5 lpa ]
                                                                                                   2 to 7 exp 
la-revel developer -exp 2 to 4 year   and freshers                          
megento developer 1 to 3 year Exp  
flutter developer 2 to 5 EXP 
ANDROID DEVELOPERS/ flutter /exp 2 to 4 exp and one freshers 
React js and Node js exp  2 to 4 year and one freshers 
JAVA DEVELOPERS freshers 
IOS DEVELOPERS  exp 1 to 2 year one fresher -00
PHP / WEB DESIGNING GRAPHICS  2 to 4 year  exp 2 freshers 
 hidden_email
 
Note - We don't charge any registration fees:-
INTERVIEW'S GOING ON:- URGENT OPENING 
Interview - 10am to 5pmTiming
Job Location - NOIDA / delhi 
if you want to take more information please cont. on the below number.
cont - hidden_mobile                         
cont person - Mr. SINGH /mis NEHA / MR SADAB
Time of Interview - 10 AM - 4 PM
Joining - Immediate
Note : Candidate have to carry following Documents while coming for the interview
1) 2 Passport Size Photograph
2) Updated Resume
3) Original DocumentsOther Details DepartmentWeb DesignWeb / Mobile TechnologiesIndustry IT IT - Software",
JS Node Developer,"Job DetailsResponsibilities:

Develop highly scalable, multi-tenant applications and services for our Cloud-based solutions.
Build features, resolve issues, and test software related to applications and services while working closely with engineers, DevOps, and Product Management.
Drive architecture, design, code reviews, and documentation of technical features.
Participate in the Agile process; clearly communicate project status, progress, and blockers to the rest of the team.
Ensure feature quality through extensive testing (unit, integration, performance).
Own your solutions from development to production.
Mentor other engineers, perform code reviews, and develop standard coding practices.
In a fast-paced and collaborative Agile team, study the consumer market and client needs to design innovative software applications.
Apply software engineering principles to the design, development, maintenance, and testing of software solutions.
Write code with scalability, maintainability, performance, and integration with other components and systems in mind.
Support the products by participating in an on-call rotation.
Complete required testing and documentation to support product release and regulatory submissions.
Leverage AWS components to implement technical solutions.

 
Requirements:

2+ years of experience in software development, in developing within a microservice-based architecture, creating serverless Node.js microservices, designing, building, and deploying, serverless enterprise applications and in participating in an Agile working environment.
Strong back-end experience in Node.js, REST APIs and Object Relational Mapping (ORM).
Hands-on experience with SQL (PostgreSQL) and NoSQL (MongoDB) database technologies.
Experience with API security and versioning.
A strong understanding and proven experience with AWS.
Preferred Experience in Express.js, TypeScript, Docker, and Kubernetes.
Knowledge of Anguler and its core principles.
Other Details DepartmentApplication Programming / MaintenanceWeb / Mobile TechnologiesIndustry IT Sports / Fitness EducationGraduation",
Full Stack Developer,"Job DetailsFull Stack Developer
We're looking for a Full Stack developer to help our development team write more
quality codes and learn the nitty grittiest of all things SaaS and iPaaS. You'll have a
good exposure to a variety of products, APIs, frameworks shaping you to be a market
ready person.
 
How your work will be:
 


Writing quality code in a JavaScript & its frameworks and server-side scripts.
Supporting the development team by investigating and suggesting better
alternatives.
Understanding of front-end technologies such as JavaScript, HTML5, CSS,
jQuery.
Implementing unit tests.
Understanding the nature of asynchronous programming, its quirks, and
workarounds.
Understanding fundamental design principles behind a scalable application.
Creating database schemas that represent and support business processes.


 
What we look for in you:
 


Bachelor's degree in computer science or IT
2 - 7 years of prior experience
Proven experience as a Full Stack Developer or similar role
Proficient with JavaScript frameworks such as jQuery, Node, React etc
Engagement with the work given.
Excellent communication and teamwork skills.

Other Details DepartmentIT Operations / EDP / MISIndustry IT IT - Software EducationGraduation",
Full Stack Developer,"Job DetailsJob Description: Working in back-end web development with Node.js Working with Angular, RTDD/BDD experienceExperience with server-side templating languagesExperience with Express.js, Loopback, SailsJS, Meteor.js or other frameworks.Experience consuming and building robust, SOAP and RESTful APIsExperience with Relational Databases like MongoDB, MySQLSolid understanding and extensive experience with version control tools like Git, SVN or MercurialExceptional problem solving and ability to work independentlyExceptional learning skillsUnderstanding of Agile methodologiesNice to have:Strong Computer Science fundamentalsExperience building scalable systems with cloud infrastructures like AWS.  Job Responsibilities:Educational Qualifications: Any graduation from technical stream1.Develop and ship highly available and scalable back-end, front-end, and database software components2.Grow and mentor software engineers and work with them to identify, design, prototype, and evaluate great product features Candidate Attributes:Behavioral -1.Excellent communication skills with the ability to present complex technical information in a clear and concise manner to a variety of stakeholders2.Demonstrated collaboration abilities in an engineering environment in driving development excellence and best practices
Technical -1.Hands-on and deep experience building applications and expert level proficiency in modern programming languages like JAVA, NodeJS, Python etc, database management with SQL and NoSQL etc, data pipelines with Kafka, RedShift etc, CI/CD development.Other Details DepartmentApplication Programming / MaintenanceIndustry IT IT - Software""jobTitle",jobDescription
IoT Cloud Architect,"Job Details





About the job
 
Job Designation: IoT Cloud Architect
Experience: 3 to 10 Yrs (start-up experience is a must)
Job Location: Remote (full-time & permanent)
Work timings: 5 days working / 40 hrs a week (PST Time-Zone might overlap)
 
About the Organization :
The company is an AI as a Service Company. They have their own IoT/AI platform and we provide professional services on that platform to build custom clouds for their IoT devices.
It is a network of the world's best developers - full-time, long-term remote software jobs with better compensation and career growth. They enable their clients to accelerate their Cloud Offering, and Capitalize on Cloud. They also build mobile apps, run 24x7 devops/site reliability engineering for our clients.
They believe AI should be explainable, can be built on small data, and trained incrementally. Their Team has many years of collective experience in Incremental Learning, Reinforcement Learning, and Self Supervised Learning. We have delivered many solutions based on Computer Vision, Sensor Data, Audio Data, Natural Language Text, and more - in CLOUD as well as in EDGE.
 
About the role :
You will be working on AI/IoT cloud and responsible for architecture and ensuring the aspects such as fault tolerance and scalability. You will lead the troubleshooting of the cloud. They need someone who can engage in conversations about detailed technical architecture with an internal team and external customers. You will be responsible for creating architecture documents, explaining design, troubleshooting, reviewing work by others in the team, giving good guidance, and ensuring functional cloud. They are looking for a can do it attitude, and ability to deliver with high velocity and high-quality at the same time.
 
They use MQTT, RabbitMQ, Cassandra, MongDB, CloudFlare and backend components (Django) to build APIs. You will be working on our IoT/AI cloud platform and building/architecting/coding as well as leading other technical engineers in a team.
 
This person MUST have:


Python with Django experience
BE Computer Science, MCA or equivalent
Cloud app development experience
Strong Troubleshooting/Debugging experience
Have used RabbitMQ
Experience with postgres, MONGO and cassandra- Databases
Strong communication skills



Benefits:


PF, medical insurance, 12 annual company holidays, 12 PTO leaves per year, annual increments, Diwali bonus, spot bonuses and other incentives etc.
We dont believe in locking in people with large notice periods. You will stay here because you love the company. We have only a 15 days notice period.



 

Desired Skills and Experience
python,Django,Cloud Applications,RabbitMQ,PostgreSQL,Cassandra,MongoDB
 




Other Details DepartmentHRIndustry IT Advertising / MR / PR / Events",
Python AWS Developer,"Job DetailsResponsibilities:

Writing reusable, testable, and efficient code.
Design and implementation of low-latency, high-availability, and performant applications.
Integration of user-facing elements developed by front-end developers with server-side logic.
Implementation of security and data protection.
Highly customer focused, accountable, responsive, and collaborative.
Strong analytical and troubleshooting skills.

Eligibility:

Must have 5+ years of experience in Python, and AWS Lambda.
Experience with AWS cloud (ECS, EC2, VPC, ALB, S3, and other services).
Experience in any one of the high-level programming languages such as (python, Java, and C++).
Experience with containerization technologies like Docker, and Kubernetes is good.
Experience with CDK / Terraform and configuration management systems.
Experience with our technical stack (Python/Django) is a plus.

Locations: Bangalore, Pune, Hyderabad, Mumbai, Nagpur, and Delhi NCR (Currently work from home).Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Python Developer,"Job Details                                                                                      Role:  Python Developer
Job Description: We are looking for a Python Web Developer responsible to build functional and efficientserver-side applications, managing the interchange of data between the server and the users.Your primary focus will be the development of all server-side logic, ensuring high performanceand responsiveness to requests from the front-end. You will also be responsible for integratingthe front-end elements built by your co-workers into the application
Key Responsibilities:
Help design and implement functional requirementsBuild efficient back-end features in PythonIntegrate front-end components into applicationsWriting reusable, testable, and efficient codeManage testing and bug fixesPrepare technical documentationCollaborate with UX/UI designers to implement design into the codeCoach junior team membersImplement software enhancements and suggest improvementsDeveloping digital tools to monitor online traffic
Requirements and skills:
3-5 years of Solid experience as Python DeveloperExperience with Python frameworks (e.g. Django, Flask, Bottle)Familiarity with Amazon Web Services (AWS) and REST APIUnderstanding of databases and SQL, MongoDBKnowledge of JavaScript and the react next's framework is a plus Familiarity with event-driven programming in PythonAble to create database schemes that represent and support business processes Proficient understanding of code versioning tools{{such-as Git,Mercurial-orSVN}}Knowledge of user authentication and authorization between multiple systems, servers,and environmentsKey Skills :  python Django MySQL MongoDB AWS git flask
Interested candidates Kindly share the resume:
Contact No. hidden_mobile
Email: hidden_emailOther Details DepartmentIT Operations / EDP / MISIndustry IT IT - Software",
Urgent | Hiring for Python Developer for one of US based client-Pune (WFH),"Job DetailsGreetings from Spirient Solutions !!
 
As we discussed please find the JD you have requested for. & the requirement for one of our client. So kindly check  below JD. & revert back to me.
Responsibilities:
- Build new products, services and add features to existing backend
- Build reusable code and libraries for future use
- Take complete end to end responsibility of a feature/module
- Optimize application for maximum speed and scalability
- Collaborate with other team members and stakeholders
Skills:
- 3+ years of engineering experience with a proven track record of building consumer services back-end
- You're experienced in building backend using RESTful APIs in Python using Flask or Django framework
- You're experienced in or willing to learn SQL & NoSQL Databases, Elasticsearch
& Time series databases.
- Ability to build & envision data model that suits product needs
- Work closely with front end developers
- Familiar with database architecture, scalability, performance and tuning.
- Systematic problem-solving approach, coupled with a strong sense of ownership and drive
- Experience with cloud infrastructure & services such as AWS (preferred), Google Cloud or MS Azure is a BIG plus.
- Must have used git/github
 
Qualifications :
- B.E./B Tech /M.E./ M Tech / MCA degree in Computer or Information Technology engineering.
 Location:Pune WFH
Notice Period: Immediate to max 1month
 Other Details DepartmentWeb / Mobile TechnologiesEmbedded / System SoftwareIndustry IT IT - Software EducationGraduation",
Python Developer,"Job DetailsPython Developer - Preety -- Srinath (Ganesh) Category: Job Description: Python and Django experience Thane Location Key Skills: Python and Django experience Thane Location Location: ""Email Clients"", Copies, ""Email Strategy"", CAN-SPAM, Django, NumPy, SciPy, SQLAlchemy, PyQt,Other Details DepartmentGeneral / Other SoftwareIndustry IT Management Consulting / Strategy EducationGraduation",
Looking Candidates for-Python Developer,"Job DetailsJob Description: Python coding strong - 5+yrsAPI Development - 5+ yrs Lead experience minimum 3 yrsStrong hands on experience in Django / FlaskStrong Backend development like Data transformation Code DesigningCode ReviewKnowledge in deploymentDatabase Management Key Skills: Python coding strong - 5+yrsAPI Development - 5+ yrs Lead experience minimum 3 yrsStrong hands on experience in Django / FlaskStrong Backend development like Data transformation Code DesigningCode ReviewKnowledge in deploymentDatabase Management,Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software EducationGraduation",
Python Trainer and Developer,Job DetailsWe are looking for experienced python developer and trainer who has experience in python full stack along with django framework knowledge.Other Details DepartmentTechnical / Process TrainingIndustry IT IT - Software,
apply now for the post of Senior Python Developer,"Job DetailsJob Description Python3 - From dev POV, so can help team write proper Python3 code using FastAPI (or other OpenAPI compliant) (not just scripts) and help in review. - From cloud proficiency level; how to connect and manipulate cloud resources using SDKs (aws-sdk, boto3, etc).
Working AWS Cloud knowledge - To work with AWS cloud resources and understand how things are setup. General understanding of DevOps, GitOps, DevSecOps, automation, pipelines, etc - Good to have this skillset. - Jenkins shared library/ GitHub Actions. - Various DevOps tools in various stages.
This position is for Pune location with Tavisca, a cxloyalty Technology Platform (Division of JP Morgan Chase & Co.),Other Details DepartmentWeb / Mobile TechnologiesIndustry IT Banking / Financial Services EducationGraduation",
Python Developer,"Job Details*
Skills :-

Min 1yrs of hands on experience working with data pipelines.
Knowledge in R Shiny.
Experience working with ETL tool such as Airflow.
Experience working with Time Series Forecasting Algorithms. 
Sound Knowledge in programming skills such as Python, R.
Knowledge in Database PostgreSQL, Mongo DB.
Knowledge in Azure Big data store.


Good problem solving skills.


Good communication skills.



Responsibilities:-

Designing, creating, building, and maintaining data pipelines to collating raw data from various sources and ensuring performance optimization.
Candidate should be able to collaborate and solve complex problem with team member within the team or outside of the team.
Candidate will be responsible of exploring new technologies in the application development area, create POC and evaluate the fitment for the given use case.
Candidate will be responsible for analyzing new data source along with other data scientists.
, *
B Tech/BE
Experience in Application DevelopmentOther Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software EducationGraduation",
Python Developer,"Job DetailsPython Developer Category: Job Description: Python Developer Key Skills: Python Developer Location: Ahmedabad, Bangalore, Chennai, Delhi, Hyderabad, Kolkata, Mumbai, Pune, acity, Agartala, Agra Required Experience: 5-9 yrs Positions: 1 Contact Person:,Other Details DepartmentGeneral / Other SoftwareIndustry IT Management Consulting / Strategy EducationGraduation""jobTitle",jobDescription
Wanted Freshers For Front End Developer,"Job DetailsGreeting From SBL IT Solutions!!!
We are looking for a qualified Front-end developer to join our IT team. You will be responsible for building the client-side of our web applications. You should be able to translate our company and customer needs into functional and appealing interactive applications.Responsibilities:
 

Use markup languages like HTML to create user-friendly web pages
Maintain and improve website
Optimize applications for maximum speed
Design mobile-based features
Collaborate with back-end developers and web designers to improve usability
Get feedback from, and build solutions for, users and customers
Write functional requirement documents and guides
Create quality mockups and prototypes
Help back-end developers with coding and troubleshooting
Ensure high quality graphic standards and brand consistency
Stay up-to-date on emerging technologies

Requirements and skills:

Proven work experience as a Front-end developer
Hands on experience with markup languages
Experience with JavaScript, CSS and jQuery
Familiarity with browser testing and debugging
In-depth understanding of the entire web development process (design, development and deployment)
Understanding of layout aesthetics
Knowledge of SEO principles
Familiarity with software like Adobe Suite, Photoshop and content management systems

Resume@hidden_email
Regards,
SBL MANAGEMENT Other Details DepartmentApplication Programming / MaintenanceIndustry IT IT - Software",
Front End lead + architect,"Job Details
Job Description
 
Job DescriptionWe are looking for aFront End lead + architect, to work as part of the eureQa productdevelopment team to lead the design and development of high impact user-centricenterprise-grade features within the eureQa platform. In this role, the candidate will have complete ownership of all UI aspects of the platform.While the candidate is expected to provide team leadership, this is not a management only position. The person filling this role is expected to be passionate about coding and should spend at least 40-50% of their time coding (implementing proof-of-concepts, developing common reusable code components, refactoring code, etc.,)Responsibilities: Implement the Front End technical design and development of enterprise-class webapplications that work seamlessly on desktop and mobile browsers. Review business requirements and perform technical analysis of requirements andparticipate in estimation process Drive architectural discussions for new platform features Deliver detailed technical design and architectural documentation Deliver high quality work product individually and as a team, adhering to industry bestpractices. Create governance with design system and manage the team delivering applicationsbased on that Contribute ideas for making the platform better and easier to use Lead frontend developers n agile squads to deliver Angular applicationsThe Complete Automation Platform for Testing Digital Applications2 Mentor and support team members Oversee and work closely with the development teams while constantly reviewing thecode and maintaining quality of the design. Continuously evaluate the existing software to identify areas of improvement andensure architectural integrity as feature enhancements are added.Requirements Bachelors or Masters degree in Computer Science or Information Systems Minimum 8 years experience in front end development and engineering Demonstrated ability to build elegant and engaging user interfaces Deep knowledge of JavaScript Knowledge of Material Design principles and responsive design Excellent written and verbal communication skills and ability to communicate withindividuals across the organization. Experience building progressive web applications is a plus Experience with Build and Deployment automation (CI/DC) Proven expertise in the following areas: Angular 9, React, jQuery and other JavaScript libraries JavaScript, TypeScript Object Oriented Java Scripting HTML5/CSS3 and other cross-browser responsive applications Modern back-end web technologies : JAVA, NodeJS, Python Building and using RESTful Web Services Component library framework integration (e.g. Angular Material) CSS frameworks like Sass, LESS Git, bower, grunt, yarn, and Yeoman Vector Icons like Font Awesome UI Testing & Runner Frameworks (Jasmine, Karma etc.)
Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Front End Engineer,"Job Details

Job Description
 
We are looking for a Frontend Developer who would be working on the bleeding edge of technologies.
We work primarily with React, Typescript and Redux.
Responsibilities:

Understand why a particular design was chosen and code accordingly
Will have to deliver clean bug free unit tested code with minimal guidance
Strive for continuous improvement by refactoring and applying best practices
Learn and adapt to new technologies as necessary.

Requirements:

Must be proficient in React, Redux, Redux Toolkit and Typescript
Used Typescript for React Components
Unit Testing, Component Testing, and Custom React hook tests with React Testing Library
Integration Tests with Cypress
Data Fetching libraries like Axios, React Query, RTK Query etc.
Should have maintained React Components with Storybook.
Experience contributing to open source software will be preferred
Used various CSS stylings methods like CSS Modules, LESS, SCSS, Tailwind, Styled Components, Emotion etc.
Should understand Git
Ability to work in a fast-paced and dynamic work environment
Exceptional interpersonal skills and demonstrated leadership abilities

 


Education/Experience
 

Experience: 2+ years of relevant experience Very High priority
Experience:10-12 years of experience: High
Candidate with high level of expertise - Tier 1/2 college & company


Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
FRONT-END DEVELOPER (Angular),"Job DetailsFRONT-END DEVELOPER (Angular) We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application. He/she will work with the UI/UX designer and bridge the gap between graphical design andtechnical implementation, taking an active role on both sides and defining how the application looks as well as how it works.Experience: 2-5 years
 Understanding of the entire web development process, with an emphasis on front enddesign and development Solid grasp of HTML, CSS, JavaScript, and various content management systems Ability to interpret and implement web designs Strong communication skills to effectively collaborate with designers, developers, andother relevant staff members or clients Willingness to troubleshoot and solve complex problems Ability to manage multiple projects and meet deadlines Good debugging skills Good analytical skills Good knowledge of OOPs concepts Should be a good team player Should know Agile methodologies Must be aware about DevOps concepts Must have hands-on on git or equivalent code repository system Should have knowledge of design patterns Technologies: HTML5, CSS3, SCSS JavaScript, typescript AngularJS, ReactJS Experience in consuming REST web servicesNice to have: Mobile hybrid application development Good experience in TDD approach Good experience in socket programming Good experience in cloud deployments
Education/ExperienceQualifications: Good Coder with/without any degreeCompensation: As per industry standards.Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Front End/Mern stack developer,"Job DetailsDear Candidate,We're Hiring for For Front End/Mern stack developer
Roles & Responsibilities :-

1. 2 +years of Software Development experience as a Front-End Developer.
2. Good understanding of React.js & Node.js is a must.
3. Thorough understanding of React.js and its core principles.
4. Strong background in MVC/MVVM frameworks.
5. Extensive knowledge of HTML5, JavaScript, CSS/CSS3, JQuery, SCSS, Bootstrap
6. Should have the knowledge Angular (8+), JIRA, etc
7. Understanding fundamental design principles behind a scalable application
 


Education/Experience
 
Experience:2-4 years
Salary:30K To 40K

Regards,
Team HROther Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Front end Developer,"Job Details
Job Description
 
We are looking for a Frontend Developer who would be working on the bleeding edge of technologies.
We work primarily with React, Typescript and Redux.
Responsibilities:

Understand why a particular design was chosen and code accordingly
Will have to deliver clean bug free unit tested code with minimal guidance
Strive for continuous improvement by refactoring and applying best practices
Learn and adapt to new technologies as necessary.

Requirements:

Must be proficient in React, Redux, Redux Toolkit and Typescript
Used Typescript for React Components
Unit Testing, Component Testing, and Custom React hook tests with React Testing Library
Integration Tests with Cypress
Data Fetching libraries like Axios, React Query, RTK Query etc.
Should have maintained React Components with Storybook.
Experience contributing to open source software will be preferred
Used various CSS stylings methods like CSS Modules, LESS, SCSS, Tailwind, Styled Components, Emotion etc.
Should understand Git
Ability to work in a fast-paced and dynamic work environment
Exceptional interpersonal skills and demonstrated leadership abilities

 


Education/Experience
 

Experience: 2+ years of relevant experience Very High priority
Experience:10-12 years of experience: High
Candidate with high level of expertise - Tier 1/2 college & compan

Other Details DepartmentGeneral / Other SoftwareIndustry IT IT - Software",
Front End Engineer,"Job DetailsDescription:
BA/MA in computer science or similar field
4+ years of experience in front end web development
Proficient understanding of web markup, including HTML5, CSS
Proficient understanding of client-side scripting and JavaScript/TypeScript frameworks
Good understanding of React-Redux (Flux) or AngularJS or VueJS
Good understanding of asynchronous request handling, partial page updates etc.
Proficient understanding of cross-browser compatibility issues and ways to work around them
Proficient understanding of code versioning tools, such as Git
,  Job Responsibilities:


Develop new user-facing features


Build reusable code and libraries for future use


Ensure the technical feasibility of UI/UX designs


Optimize application for maximum speed and scalability


Write Unit and Storybook tests


Collaborate with other team members and stakeholders


Participate in work estimation and planning


Participate in agile development process (SAFe)



Other Details DepartmentBack Office OperationsGeneral / Other SoftwareIndustry IT IT - Software EducationGraduation",
Associate - Java/J2EE,"Job Details


Associate - Java/J2EE



Job Description2 positions one with strong front end testing experience and the other with back end testing experience. The ideal candidate will be responsible for a variety of responsibilities, including: Interact with the team and stakeholders to understand project/product requirements. Create and maintain/update test plans and test cases to execute them in accordance with the SDLC in an agile environment. Collect and create test data for both functional and non-functional testing. Execute automated tests (already created) to ensure the overall quality after new changes are introduced. Actively participate in agile ceremonies, providing accurate and timely feedback regarding both the process and the product. Coordinate testing activities with other QA engineers and their teams. Help to triage and escalate issues based on their severity when needed. Ensure quality and consistency across different applications and environments which interact between them. Provide timely and precise information about the testing activities and their outcome.
Qualifications:The ideal candidate would have:
Automation knowledge with tools such as selenium, and/or cypress, Rest-Assure, or others Experience with REST/SOAP API testing Strong knowledge on QA methodologies, tools, and processes Troubleshooting skills Proven work experience in software development Experience writing clear and concise test plans and test cases (using test design techniques) for web/responsive apps Experience using tools such as Jira, Git, X-Ray/Zephyr, postman, etc. Agile-Oriented  Good English communication skills, written and verbal (English level: B2+ or above) Good troubleshooting skills
Bonus skills: Experience working with financial software is a plus Good knowledge of SQL and scripting Hands-on experience with test automation is a plus Security/Performance testing experience is a plus Mobile (Native) testing experience is a plus ISTQB or other certification is a plus
Education/Experience 4+ years of experience in Quality Assurance positions
Bachelor's degree in computer science, software Development or relatedOther Details DepartmentGeneral / Other SoftwareTestingIndustry IT IT - Software",
